,property_id,host_about,host_response_time,host_response_rate,host_nr_listings,host_nr_listings_total,host_verified,booking_price_covers,booking_min_nights,booking_max_nights,responsetime_code
1666,1671,,within an hour,100%,2.0,2.0,"email, phone, facebook, reviews, jumio, offline_government_id, government_id",2,2,30,4.0
1667,1672,Hi! We are two friends living in a bright and spacious two bedrooms appartement in Brussles city center. Raphaelle is working for an NGO supporting refugees and Anouchka is an artist. Both of our jobs make us travel frequently so we'd be happy to welcome you in our very cosy flat while one or the two of us are away. We love our neighboorhood wich is just between the historical and charming Marolles area and the Grand Place. We'll be happy to help you explore this wonderfull city.,within a few hours,50-89%,1.0,1.0,"reviews, jumio",1,2,1125,3.0
1668,1673,"Hi Everybody, Salut a tous, Ciao a tutti, Hola a todos/as,  I am italian and I live in brussels since more than 10 years. I am a policy adviser on international cooperation and environment.  I really like traveling and meeting new people.   I am very hospitable and will be very happy to give you tips on places to visit, shop and go out as well as practical info on how to move around in the city.    My interests revolve around cooking (any type of cuisine) and good wine/beers, antiques and interior design/architecture. I also like arts, reading, diving and skiing.",within a few hours,90-99%,3.0,3.0,"email, phone, reviews, manual_offline, jumio",2,1,1125,3.0
1669,1674,"Hi Everybody, Salut a tous, Ciao a tutti, Hola a todos/as,  I am italian and I live in brussels since more than 10 years. I am a policy adviser on international cooperation and environment.  I really like traveling and meeting new people.   I am very hospitable and will be very happy to give you tips on places to visit, shop and go out as well as practical info on how to move around in the city.    My interests revolve around cooking (any type of cuisine) and good wine/beers, antiques and interior design/architecture. I also like arts, reading, diving and skiing.",within a few hours,90-99%,3.0,3.0,"email, phone, reviews, manual_offline, jumio",2,1,1125,3.0
1670,1675,"Hi Everybody, Salut a tous, Ciao a tutti, Hola a todos/as,  I am italian and I live in brussels since more than 10 years. I am a policy adviser on international cooperation and environment.  I really like traveling and meeting new people.   I am very hospitable and will be very happy to give you tips on places to visit, shop and go out as well as practical info on how to move around in the city.    My interests revolve around cooking (any type of cuisine) and good wine/beers, antiques and interior design/architecture. I also like arts, reading, diving and skiing.",within a few hours,90-99%,3.0,3.0,"email, phone, reviews, manual_offline, jumio",1,1,1125,3.0
1671,1676,,within a few hours,100%,1.0,1.0,"email, phone, reviews",1,3,1125,3.0
1672,1677,,within a few hours,90-99%,1.0,1.0,"email, phone, manual_online, reviews, manual_offline, jumio",1,1,1125,3.0
1673,1678,,unknown,unknown,1.0,1.0,"email, phone, reviews, kba",1,2,1125,1.0
1674,1679,"Hi there,  I'm Diane, I am French living in Brussels. I'm 27 year old, keen on History, Cultures and European integration. I'm open-minded and easy-going, fell free to come here, share your knowledges, your life and experiences here! I enjoy discovering new things about other places and way of life in the world!  Hope to see you soon",within an hour,100%,4.0,4.0,"email, phone, reviews, manual_offline",1,1,1125,4.0
1675,1680,"Hi there,  I'm Diane, I am French living in Brussels. I'm 27 year old, keen on History, Cultures and European integration. I'm open-minded and easy-going, fell free to come here, share your knowledges, your life and experiences here! I enjoy discovering new things about other places and way of life in the world!  Hope to see you soon",within an hour,100%,4.0,4.0,"email, phone, reviews, manual_offline",1,2,1125,4.0
1676,1681,"Hi there,  I'm Diane, I am French living in Brussels. I'm 27 year old, keen on History, Cultures and European integration. I'm open-minded and easy-going, fell free to come here, share your knowledges, your life and experiences here! I enjoy discovering new things about other places and way of life in the world!  Hope to see you soon",within an hour,100%,4.0,4.0,"email, phone, reviews, manual_offline",2,1,1125,4.0
1677,1682,"Hi there,  I'm Diane, I am French living in Brussels. I'm 27 year old, keen on History, Cultures and European integration. I'm open-minded and easy-going, fell free to come here, share your knowledges, your life and experiences here! I enjoy discovering new things about other places and way of life in the world!  Hope to see you soon",within an hour,100%,4.0,4.0,"email, phone, reviews, manual_offline",1,1,1125,4.0
1678,1683,"J''aime les petits plaisirs de la vie, la cuisine, l'art, l'architecture, lire, voyager, les échanges humains...  et partagerai volontiers mes bonnes adresses sur Bruxelles!",within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio",1,1,1125,4.0
1679,1684,"I am a bar and restaurant owner from Brussels, Belgium.",unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,1.0
1680,1685,"Hey. I'm a 42 year old single mom, my daughter is 19. I love meeting new people and also receiving friends and family, it's an occasion for me to experiment new dishes, i love cooking. I also love travelling and getting to know people from different cultures. My next big destination is definitely Bali, I fell in love with the place after reading Love, Eat, Pray... great book.  Looking forward to hosting and taking care of my guests.",unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,1.0
1681,1686,"J'écris des nouvelles et de la poésie. J'ai une formation de comédienne et il m'arrive de participer à des créations théâtrales. Mon écriture toujours en recherche de nouvelles formes d'expressions, j'ai adopté l'univers de poésie slam et  spoken word. J'aimerait collaborer avec des musiciens pour mettre en valeur mon répertoire. Je suis passionnée par les destins, les gens dont je croise le chemin. Mon compagnon (comédien) et moi recevons  des hôtes depuis juillet 2013 pour des périodes de quelques mois et nous nous réjouissons de ces expériences chaque fois différentes. Nous aimons également voyager(dernièrement l'Andalousie). Chez nous vous trouverez une ambiance calme et des règles de vie simples. Ah oui ! Nous parlons Anglais!",unknown,unknown,2.0,2.0,"email, phone, reviews, jumio",1,15,60,1.0
1682,1687,"J'écris des nouvelles et de la poésie. J'ai une formation de comédienne et il m'arrive de participer à des créations théâtrales. Mon écriture toujours en recherche de nouvelles formes d'expressions, j'ai adopté l'univers de poésie slam et  spoken word. J'aimerait collaborer avec des musiciens pour mettre en valeur mon répertoire. Je suis passionnée par les destins, les gens dont je croise le chemin. Mon compagnon (comédien) et moi recevons  des hôtes depuis juillet 2013 pour des périodes de quelques mois et nous nous réjouissons de ces expériences chaque fois différentes. Nous aimons également voyager(dernièrement l'Andalousie). Chez nous vous trouverez une ambiance calme et des règles de vie simples. Ah oui ! Nous parlons Anglais!",unknown,unknown,2.0,2.0,"email, phone, reviews, jumio",1,15,60,1.0
1683,1688,,unknown,unknown,1.0,1.0,"email, phone",1,1,1125,1.0
1684,1689,"Ik ben de host van dit leuk appartement. Sinds verschillende jaren woon ik in Antwerpen. Vaak vind je me met een koffie in een leuke bar of vertoef ik in een gezellig restaurantje.  Zelf ben ik zeer sociaal en reis ik graag. Mijn favoriete stad is Barcelona: Zon, zee, cultuur en shopping...alles is er aanwezig.  Graag heet ik je welkom in Antwerpen, de stad aan de Schelde.",within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio",2,3,40,3.0
1685,1690,"Ik ben de host van dit leuk appartement. Sinds verschillende jaren woon ik in Antwerpen. Vaak vind je me met een koffie in een leuke bar of vertoef ik in een gezellig restaurantje.  Zelf ben ik zeer sociaal en reis ik graag. Mijn favoriete stad is Barcelona: Zon, zee, cultuur en shopping...alles is er aanwezig.  Graag heet ik je welkom in Antwerpen, de stad aan de Schelde.",within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio",1,1,3,3.0
1686,1691,"Jeune couple trentenaire de décorateur d intérieur et vendeur . Nous adorons voyager au soleil et jamais contre un petit citytrip Improvisé !! Nous parlons le français, l'anglais et l'arabe. Passionné de design, architecture de déco notre appartement est donc parfaitement équipé et soigné . Nous aimons recevoir à la maison et aimons que nos guest se sentent comme chez eux aussi aimons donner des conseils pour que votre séjour se passe sans embûches à bientôt à Bruxelles bienvenue chez nous",within an hour,100%,3.0,3.0,"email, phone, manual_online, reviews, manual_offline",1,2,1125,4.0
1687,1692,"Jeune couple trentenaire de décorateur d intérieur et vendeur . Nous adorons voyager au soleil et jamais contre un petit citytrip Improvisé !! Nous parlons le français, l'anglais et l'arabe. Passionné de design, architecture de déco notre appartement est donc parfaitement équipé et soigné . Nous aimons recevoir à la maison et aimons que nos guest se sentent comme chez eux aussi aimons donner des conseils pour que votre séjour se passe sans embûches à bientôt à Bruxelles bienvenue chez nous",within an hour,100%,3.0,3.0,"email, phone, manual_online, reviews, manual_offline",1,2,60,4.0
1688,1693,"Jeune couple trentenaire de décorateur d intérieur et vendeur . Nous adorons voyager au soleil et jamais contre un petit citytrip Improvisé !! Nous parlons le français, l'anglais et l'arabe. Passionné de design, architecture de déco notre appartement est donc parfaitement équipé et soigné . Nous aimons recevoir à la maison et aimons que nos guest se sentent comme chez eux aussi aimons donner des conseils pour que votre séjour se passe sans embûches à bientôt à Bruxelles bienvenue chez nous",within an hour,100%,3.0,3.0,"email, phone, manual_online, reviews, manual_offline",1,2,1125,4.0
1689,1694,,within a day,50-89%,1.0,1.0,"email, facebook",1,3,30,2.0
1690,1695,,unknown,unknown,1.0,1.0,"email, phone",1,2,4,1.0
1691,1696,"Hello,  Its Ari . Im a fashion Designer.",within an hour,100%,5.0,5.0,"email, phone, facebook, reviews",1,3,1125,4.0
1692,1697,"Hello,  Its Ari . Im a fashion Designer.",within an hour,100%,5.0,5.0,"email, phone, facebook, reviews",1,3,1125,4.0
1693,1698,"Hello,  Its Ari . Im a fashion Designer.",within an hour,100%,5.0,5.0,"email, phone, facebook, reviews",4,3,1125,4.0
1694,1699,"Hello,  Its Ari . Im a fashion Designer.",within an hour,100%,5.0,5.0,"email, phone, facebook, reviews",1,3,1125,4.0
1695,1700,"Hello,  Its Ari . Im a fashion Designer.",within an hour,100%,5.0,5.0,"email, phone, facebook, reviews",1,3,1125,4.0
1696,1701,,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",2,1,1125,4.0
1697,1702,Nous sommes deux amis qui cohabitons avec mon fils de quinze ans dans une grande et belle maison avec jardin. Nous travaillons tous deux dans le spectacle vivant et sommes souvent en déplacement.,within a day,50-89%,3.0,3.0,"email, phone, reviews, jumio",3,2,1125,2.0
1698,1703,Nous sommes deux amis qui cohabitons avec mon fils de quinze ans dans une grande et belle maison avec jardin. Nous travaillons tous deux dans le spectacle vivant et sommes souvent en déplacement.,within a day,50-89%,3.0,3.0,"email, phone, reviews, jumio",3,2,1125,2.0
1699,1704,Nous sommes deux amis qui cohabitons avec mon fils de quinze ans dans une grande et belle maison avec jardin. Nous travaillons tous deux dans le spectacle vivant et sommes souvent en déplacement.,within a day,50-89%,3.0,3.0,"email, phone, reviews, jumio",1,1,1125,2.0
1700,1705,"We are a young open-minded couple living in Brussels. Camille is a violinist and Cedric is an entrepreneur. We are fluent in French and English. Passionate about music, travel, art and food. Welcome home!",within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio",1,91,1125,3.0
1701,1706,"We are a young open-minded couple living in Brussels. Camille is a violinist and Cedric is an entrepreneur. We are fluent in French and English. Passionate about music, travel, art and food. Welcome home!",within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio",1,91,1125,3.0
1702,1707,"Mother of 3 children, I was a journalist for 20 years in the gardens. I had written two books on the subject. I share with my husband, who is designer, a same passion for decoration. I had a crush on this charming apartment in attic when I bought it,  and with my husband I had renovated it for guests there are the best.",within an hour,100%,4.0,4.0,"email, phone, reviews, jumio",2,3,1125,4.0
1703,1708,"Mother of 3 children, I was a journalist for 20 years in the gardens. I had written two books on the subject. I share with my husband, who is designer, a same passion for decoration. I had a crush on this charming apartment in attic when I bought it,  and with my husband I had renovated it for guests there are the best.",within an hour,100%,4.0,4.0,"email, phone, reviews, jumio",3,90,1125,4.0
