property_id,property_zipcode,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance
2072,1050,0,1,2,1.0,1.0,4,1.06
2073,1000,0,0,4,1.0,2.0,2,0.87
2074,1000,0,0,4,1.0,2.0,2,0.93
2075,1050,0,0,8,3.0,4.0,4,1.33
2076,1050,15,0,8,4.0,4.0,4,0.69
2077,1050,15,0,6,1.5,2.0,4,0.48
2078,1050,0,0,4,1.0,1.0,4,0.54
2079,1000,0,0,5,1.0,2.0,4,0.67
2080,1000,0,2,1,1.0,1.0,0,0.96
2081,1060,0,0,4,1.0,1.0,9,1.0
2082,1050,0,0,6,2.5,3.0,4,0.46
2083,1050,0,1,2,1.0,1.0,4,0.89
2084,1050,0,1,2,1.0,1.0,4,0.92
2085,1150,0,0,5,1.5,2.0,3,1.9
2086,1190,1,1,5,2.0,2.0,9,0.43
2087,1190,0,0,8,2.0,2.0,9,0.29
2088,1050,0,0,4,1.0,1.0,4,0.97
2089,1060,0,0,2,1.0,1.0,4,0.92
2090,2170,0,0,2,1.0,1.0,6,2.82
2091,2140,0,0,2,1.0,1.0,6,0.44
2092,1050,0,0,4,1.0,1.0,4,0.88
2093,1050,0,0,4,1.0,2.0,9,0.9
2094,1050,0,1,2,1.0,1.0,4,0.14
2095,1090,0,0,3,1.0,1.0,5,0.76
2096,2018,6,0,4,2.0,2.0,6,1.68
2097,2018,6,1,2,1.0,1.0,6,1.56
2098,1170,0,0,2,1.0,0.0,7,3.39
2099,1000,0,0,2,1.0,1.0,2,0.76
2100,1000,0,0,2,1.0,0.0,2,0.82
2101,1060,14,1,2,2.0,1.0,9,1.28
2102,2000,0,0,4,1.0,1.0,1,1.37
2103,2000,0,0,4,1.0,1.0,1,1.41
2104,2018,14,1,2,1.0,1.0,6,0.66
2105,1060,0,0,2,1.0,1.0,9,0.55
2106,1190,0,0,2,1.0,1.0,9,0.09
2107,1030,0,0,6,2.0,3.0,0,0.28
2108,1000,0,0,1,1.0,1.0,0,0.86
2109,1150,1,1,1,1.0,1.0,3,1.01
2110,1160,0,0,4,1.0,1.0,3,2.04
2111,1000,0,1,2,1.0,1.0,0,0.78
2112,1000,0,0,6,2.0,2.0,0,0.72
2113,1050,14,0,4,1.0,1.0,4,0.51
2114,1050,0,0,4,1.0,1.0,4,0.53
2115,1050,0,0,5,1.0,1.0,4,0.58
2116,1040,0,0,4,1.0,2.0,7,0.86
2117,1000,0,0,6,1.0,2.0,2,0.51
2118,1000,0,0,6,1.0,2.0,2,0.64
2119,1000,0,1,2,1.0,1.0,4,0.7
2120,1020,0,0,5,2.0,2.0,5,1.93
2121,2000,0,0,3,1.0,1.0,1,1.2
2122,1190,0,0,4,1.0,1.0,9,0.53
2123,1190,0,1,2,1.0,1.0,9,0.64
2124,1050,0,1,1,1.0,1.0,9,0.84
2125,1050,0,0,5,1.0,2.0,4,1.02
2126,2000,0,0,2,1.0,0.0,1,0.73
2127,2000,0,0,2,1.0,0.0,1,0.79
2128,1190,0,0,3,1.0,1.0,9,1.67
2129,1000,0,0,6,1.0,2.0,2,0.59
2130,1190,0,0,2,1.0,0.0,9,0.54
2131,1190,0,0,4,1.0,1.0,9,0.53
2132,1060,0,1,2,1.0,1.0,9,1.02
2133,1060,0,1,3,1.0,1.0,9,1.25
2134,1060,0,0,7,1.0,2.0,9,1.16
2135,1083,0,0,3,1.0,2.0,8,3.04
2136,1190,0,1,2,1.5,1.0,9,0.72
2137,1060,0,1,2,1.0,1.0,9,0.58
2138,2000,0,0,2,1.0,1.0,1,0.96
2139,2000,0,0,4,1.0,1.0,1,0.97
2140,2000,0,0,2,1.0,1.0,1,0.88
2141,1190,0,0,2,1.0,1.0,9,1.16
2142,2060,0,0,4,1.0,1.0,6,0.82
2143,1060,0,0,4,1.0,1.0,9,1.35
2144,1030,0,0,2,1.0,1.0,0,0.31
2145,1050,0,1,1,1.0,1.0,7,0.69
2146,1150,0,0,2,1.5,2.0,7,1.68
2147,1200,0,1,1,1.0,1.0,3,1.04
2148,1190,0,0,2,1.0,1.0,9,0.48
2149,1050,0,1,2,1.0,1.0,4,0.72
2150,1050,0,1,2,1.0,1.0,4,0.63
2151,1060,0,0,4,1.0,1.0,4,1.01
2153,1150,0,0,3,1.0,1.0,7,1.36
2154,1000,0,0,4,1.0,1.0,2,0.24
2155,1000,0,1,2,1.0,1.0,2,0.22
2156,1000,0,0,2,1.0,0.0,2,0.77
2157,1050,16,0,2,1.0,1.0,4,0.94
2158,2000,0,0,4,1.0,1.0,1,1.24
2159,1000,0,0,6,1.0,2.0,2,0.41
2160,1000,0,0,4,1.0,1.0,2,0.38
2161,1000,0,0,4,1.5,0.0,2,0.31
2162,1000,0,0,4,1.5,1.0,2,0.24
2163,1000,0,0,8,2.0,3.0,2,0.11
2164,1030,0,0,4,1.0,1.0,0,2.48
2165,1030,0,0,4,1.0,1.0,0,2.51
2166,1000,0,0,6,2.0,3.0,2,0.4
2167,1030,0,0,4,1.0,1.0,0,2.36
2168,1210,0,1,1,1.0,1.0,0,0.5
2169,1000,0,0,3,1.5,1.0,2,0.7
2170,1050,0,1,2,1.0,1.0,4,0.9
2171,1050,0,0,4,2.0,2.0,4,1.03
2172,1050,14,0,4,1.0,2.0,4,0.96
2173,1000,0,1,2,2.0,1.0,2,0.32
2174,1050,0,0,4,1.0,2.0,4,1.19
2175,2060,14,0,4,1.5,2.0,6,0.62
2176,2000,0,0,2,1.0,1.0,1,0.34
2177,1180,0,0,3,1.0,1.0,4,3.6
2178,1000,0,0,5,1.0,2.0,2,1.02
2179,1050,20,1,4,1.0,2.0,4,0.29
2180,1050,14,1,2,1.0,1.0,4,0.58
2181,1190,0,0,6,2.0,4.0,9,1.36
2182,1160,14,1,2,1.0,1.0,3,2.82
2183,1160,14,0,8,2.0,4.0,3,2.83
2184,1060,0,0,2,1.0,1.0,9,1.33
2185,1060,0,0,2,1.0,1.0,2,1.66
2186,1060,0,0,2,1.0,1.0,4,1.09
2187,1050,0,0,2,1.0,1.0,9,0.99
2188,1050,0,0,2,1.0,1.0,7,0.97
2189,1000,0,1,2,1.0,1.0,7,2.62
2190,1040,0,0,2,1.0,1.0,7,1.01
2191,1000,0,1,2,1.0,1.0,2,1.32
2192,1060,1,1,1,1.0,1.0,9,1.04
2193,1060,0,0,6,1.0,2.0,9,0.82
2194,1200,0,0,3,1.0,2.0,3,1.5
2195,2000,14,0,4,2.0,2.0,1,1.15
2196,1060,14,1,2,1.0,1.0,9,1.04
2197,1030,0,0,2,1.0,1.0,0,0.93
2198,1000,0,1,5,1.0,1.0,2,1.08
2199,1070,14,0,2,1.0,1.0,8,2.73
2200,1060,0,0,6,1.0,3.0,9,1.09
2201,1190,0,0,2,1.0,0.0,9,0.63
2202,1040,0,1,2,1.0,1.0,7,1.35
2203,1040,0,0,2,1.0,0.0,0,1.73
2204,1000,0,0,2,1.0,0.0,0,1.78
2205,1060,0,0,4,1.0,1.0,4,0.83
2206,1000,15,0,8,2.0,4.0,2,0.43
2207,1040,0,1,2,1.0,1.0,7,1.54
2208,1030,0,1,2,1.0,1.0,0,1.15
2209,1030,0,1,2,1.0,1.0,0,1.15
2210,1190,15,1,2,1.0,1.0,9,1.16
2211,1060,0,0,4,1.0,2.0,9,0.8
2213,1081,0,1,6,1.5,4.0,8,1.94
2214,1200,14,0,5,2.0,3.0,3,1.22
2215,1000,0,0,2,1.0,1.0,4,0.58
2216,1060,0,0,2,1.0,1.0,9,1.24
2217,1050,0,0,2,1.0,1.0,4,0.96
2218,1180,0,1,2,1.0,1.0,9,1.31
2219,1060,0,1,1,1.0,1.0,9,0.94
2220,1000,0,1,2,1.0,1.0,2,0.49
2221,2018,0,0,2,1.0,1.0,1,1.24
2222,1000,14,0,6,2.0,2.0,2,0.69
2223,1060,0,0,2,1.0,1.0,4,1.14
2224,1060,0,0,3,1.0,1.0,2,1.57
2225,1160,14,1,3,1.0,1.0,3,3.1
2226,1050,0,0,2,1.0,1.0,4,1.54
2227,1160,0,0,4,1.0,1.0,7,1.64
2228,1060,14,0,8,4.0,4.0,9,0.42
2229,2000,15,0,2,1.0,1.0,1,2.02
2230,1000,14,1,2,1.0,1.0,4,0.7
2231,1000,14,1,2,1.5,1.0,2,0.39
2232,1000,0,0,2,1.0,1.0,2,0.27
2233,1000,14,0,3,1.0,1.0,2,0.6
2234,1050,8,0,2,1.0,1.0,4,0.48
2235,1030,0,0,2,1.0,1.0,0,0.77
2236,1050,0,1,2,0.5,1.0,4,0.56
2237,1060,0,0,4,1.0,1.0,4,0.69
2238,1060,0,1,2,1.0,1.0,9,0.84
2239,1190,0,0,2,1.0,1.0,9,0.51
2240,1020,14,1,2,0.5,1.0,5,0.24
2241,1020,14,1,1,0.5,1.0,5,0.23
2242,1020,14,1,2,0.5,1.0,5,0.36
2243,1210,0,0,7,1.0,2.0,0,0.86
2244,1210,0,0,4,1.0,1.0,0,0.86
2245,1210,0,0,5,1.0,2.0,0,0.94
2246,1200,14,0,6,2.0,4.0,3,0.85
2247,1000,0,0,4,1.0,2.0,2,0.7
2248,1000,0,0,4,1.0,1.0,2,0.29
2249,1060,0,0,2,0.5,0.0,9,0.7
2250,2018,14,1,2,1.0,1.0,1,1.69
2251,1000,0,0,4,1.0,2.0,2,1.28
2252,1000,0,0,2,1.0,1.0,2,0.24
2253,1180,0,0,4,2.0,2.0,4,1.66
2254,2600,0,0,2,1.0,1.0,6,1.96
2255,2600,0,0,2,1.0,1.0,6,1.91
2256,1000,0,0,4,1.0,0.0,2,1.37
2257,1020,0,0,2,1.0,1.0,5,0.91
2258,1050,0,0,2,1.0,1.0,4,0.9
2259,1030,0,0,3,1.0,1.0,0,1.79
2260,1060,1,1,2,1.0,1.0,9,0.36
2261,1080,0,0,4,1.0,2.0,8,1.71
2262,1190,0,0,4,1.5,2.0,9,0.58
2263,2000,0,1,2,1.5,1.0,1,0.86
2264,1000,0,0,2,1.0,1.0,2,0.39
2265,1000,0,0,2,1.0,0.0,0,0.99
2266,1200,0,0,6,1.0,1.0,3,0.53
2267,1050,0,0,3,1.0,1.0,4,0.84
2268,1000,0,1,1,1.0,1.0,0,0.61
2269,1000,0,1,2,1.0,1.0,0,0.77
2270,1000,0,1,2,1.0,1.0,0,0.61
2271,1000,0,1,2,1.0,1.0,0,0.87
2272,1210,0,1,1,1.0,1.0,0,1.06
2273,1000,0,1,1,1.0,1.0,0,0.62
2274,1000,14,1,2,1.0,1.0,0,0.84
2275,1050,0,0,4,1.0,1.0,4,0.83
2276,1030,0,0,1,1.0,1.0,0,1.16
2277,1000,0,0,4,1.0,1.0,0,0.74
2278,1030,0,0,1,1.0,1.0,0,1.11
2279,1030,0,0,1,1.0,1.0,0,1.15
2280,1000,0,0,2,1.0,1.0,0,0.84
2281,1030,0,1,2,1.0,1.0,0,1.19
2282,1000,0,0,1,1.0,1.0,0,0.61
2283,1000,0,0,5,1.0,1.0,0,0.71
2284,1210,0,0,1,1.0,0.0,0,1.07
2285,1210,0,0,1,1.0,0.0,0,0.94
2286,1210,0,0,1,1.0,1.0,0,1.12
2287,1210,0,0,1,1.0,1.0,0,0.9
2288,1210,0,0,1,1.0,1.0,0,0.92
2289,1210,0,0,1,1.0,1.0,0,0.91
2290,1210,0,0,1,1.0,0.0,0,1.09
2291,1210,0,0,1,1.0,1.0,0,0.96
2292,1210,0,0,1,1.0,1.0,0,0.98
2293,1000,0,0,1,1.0,1.0,0,0.75
2294,1000,14,0,2,1.0,1.0,0,0.85
2295,1000,0,0,1,1.0,1.0,0,0.67
2296,1000,0,0,1,1.0,1.0,0,0.64
2297,1210,14,0,2,1.0,1.0,0,0.97
2298,1000,0,1,2,1.0,1.0,0,0.8
2299,1000,14,0,1,1.0,1.0,0,0.52
2300,1000,0,0,1,1.0,1.0,0,0.55
2301,1000,0,0,2,1.0,1.0,0,0.81
2302,1000,0,0,2,1.0,1.0,0,0.76
2303,1210,0,0,1,1.0,1.0,0,1.06
2304,1030,0,0,1,1.0,1.0,0,1.03
2305,1030,0,0,1,0.5,1.0,0,0.97
2306,1030,0,0,1,1.0,1.0,0,1.1
2307,1210,0,0,1,1.0,1.0,0,0.93
2308,1210,0,0,1,1.0,1.0,0,1.02
2309,1050,0,1,2,1.0,1.0,4,1.06
2310,1050,0,2,4,1.0,1.0,4,1.22
2311,1080,15,1,2,1.0,1.0,2,1.13
2312,1050,0,1,2,2.0,1.0,4,0.88
2313,2018,0,0,1,1.0,1.0,1,1.41
2314,1160,1,0,2,1.0,3.0,7,1.28
2315,1160,12,1,2,1.0,0.0,7,1.29
2316,1050,0,0,2,1.0,1.0,4,1.2
2317,1050,0,0,3,1.0,2.0,4,0.37
2318,1050,0,1,1,1.0,1.0,4,0.49
2319,1060,0,0,4,1.0,1.0,9,1.36
2320,1030,0,0,2,1.0,1.0,0,0.4
2321,1050,0,0,4,1.0,1.0,4,0.31
2322,1050,0,1,2,2.5,1.0,4,0.57
2323,1050,0,1,2,2.0,1.0,4,0.54
2324,1030,0,1,2,1.0,1.0,0,1.15
2325,1050,0,0,4,1.0,2.0,4,1.12
2326,1190,0,0,4,1.0,1.0,9,0.37
2327,2018,0,0,2,1.0,1.0,1,2.02
2328,1190,0,0,3,1.0,1.0,9,0.94
2329,2000,0,0,2,1.0,1.0,1,2.53
2330,1030,0,0,2,1.0,1.0,0,1.46
2331,1190,0,0,2,1.0,1.0,9,0.95
2332,2000,14,0,5,1.0,2.0,1,0.35
2333,1190,0,0,4,1.0,2.0,9,0.98
2334,1050,0,1,1,0.5,1.0,9,0.95
2335,1050,0,1,1,1.0,1.0,9,0.95
2336,2600,14,1,2,1.0,1.0,6,1.95
2337,1000,0,0,4,1.0,1.0,0,1.02
2338,1000,0,0,4,2.0,2.0,2,0.75
2339,1060,0,0,4,1.0,1.0,9,1.09
2340,1060,0,0,2,1.0,1.0,9,1.08
2341,1060,14,1,1,1.0,1.0,2,1.4
2342,2000,14,0,4,1.0,1.0,1,1.18
2343,1000,0,1,2,1.0,1.0,2,0.14
2344,1000,0,0,6,1.0,2.0,2,0.13
2345,1000,0,1,2,1.0,1.0,2,0.31
2346,1150,14,0,4,1.0,2.0,3,2.48
2347,1070,0,1,2,1.0,1.0,2,1.11
2348,1070,0,0,5,1.0,2.0,2,1.19
2349,2060,14,1,2,1.0,1.0,6,0.83
2350,1190,0,0,6,1.0,2.0,9,0.16
2351,1210,0,1,2,1.0,1.0,2,1.4
2352,1000,0,0,4,1.0,1.0,4,0.49
2353,1000,0,1,2,1.0,1.0,2,0.61
2354,1060,0,0,3,1.0,0.0,9,1.26
2355,1050,0,0,2,1.5,1.0,4,1.01
2356,1200,1,1,2,1.0,1.0,3,1.33
2357,1200,0,0,5,2.5,3.0,3,1.46
2358,1200,1,1,2,1.0,1.0,3,1.3
2359,1000,15,0,2,1.0,1.0,2,1.1
2360,2060,0,0,2,1.5,1.0,6,1.08
2361,2000,0,0,4,1.0,2.0,1,0.46
2362,2000,14,1,2,1.0,1.0,1,0.59
2363,2000,14,1,2,1.0,1.0,1,0.61
2364,2000,0,0,4,1.0,2.0,1,0.49
2365,1180,0,0,4,1.0,1.0,9,2.33
2366,1083,0,0,3,1.0,2.0,5,1.14
2367,1180,14,0,3,2.0,2.0,9,4.15
2368,1000,0,0,2,1.5,1.0,0,1.49
2369,1080,14,1,2,1.5,1.0,5,1.45
2370,1160,14,0,2,2.0,1.0,3,2.58
2371,2600,0,0,2,1.0,1.0,6,1.68
2372,1050,0,1,2,1.0,1.0,4,0.72
2373,1050,0,1,2,1.0,1.0,4,1.07
2374,1050,0,1,1,1.0,1.0,4,1.02
2375,1000,14,1,1,2.0,1.0,2,0.36
2376,1000,0,0,2,1.5,1.0,0,1.47
2377,1050,0,0,2,1.0,1.0,4,0.77
2378,1050,0,1,2,1.0,1.0,4,1.33
2379,1000,0,0,2,1.5,1.0,4,0.85
2380,1000,0,0,4,1.0,1.0,2,0.05
2381,1070,14,1,2,1.0,1.0,8,1.82
2382,1050,0,0,4,1.0,1.0,4,0.25
2383,1150,0,0,2,1.0,1.0,3,0.51
2384,2170,0,0,3,2.5,2.0,6,5.03
2385,1050,0,0,4,1.0,2.0,4,1.42
2386,1000,0,0,4,1.0,2.0,2,0.74
2387,1060,0,1,4,1.0,1.0,9,0.64
2388,1000,0,0,6,1.5,2.0,2,1.86
2389,1000,0,0,2,1.0,0.0,0,1.18
2390,2018,0,0,5,1.0,3.0,1,0.93
2391,1000,0,0,4,2.0,2.0,2,0.68
2392,1040,0,1,1,1.5,1.0,7,1.51
2393,1040,0,1,1,1.5,1.0,7,1.53
2394,1180,14,1,2,1.0,1.0,9,3.38
2395,1180,14,1,2,1.0,1.0,9,3.33
2396,1050,0,0,4,1.0,1.0,4,0.66
2397,1060,0,0,3,1.0,1.0,9,1.28
2398,1060,0,2,1,1.0,1.0,9,1.28
2399,1070,0,0,3,1.0,1.0,2,0.78
2400,2600,1,1,2,1.0,2.0,6,1.43
2401,2600,0,1,1,1.0,1.0,6,1.4
2402,1000,0,1,2,1.0,1.0,4,0.28
2403,1150,14,1,2,1.0,1.0,3,2.4
2404,1050,14,1,2,1.0,1.0,4,0.88
2405,2000,0,0,4,2.0,2.0,1,1.77
2406,1190,0,1,3,1.5,1.0,9,0.67
2407,1190,0,1,2,1.5,1.0,9,0.48
2408,1190,0,1,2,1.5,1.0,9,0.49
2409,1050,0,0,2,1.0,1.0,4,0.48
2410,1030,14,1,2,1.0,1.0,0,1.52
2411,2018,14,0,7,1.5,2.0,6,0.55
2412,1070,0,0,4,1.5,2.0,8,1.7
2413,1081,0,0,2,1.0,1.0,5,1.68
2414,1040,0,0,2,1.0,1.0,7,0.7
2415,1030,0,0,4,1.0,2.0,0,1.37
2416,1060,0,0,3,1.0,1.0,9,1.03
2417,1000,0,0,2,1.0,1.0,2,0.45
2418,2060,14,0,4,1.0,2.0,6,1.25
2419,2018,0,0,8,2.0,3.0,6,1.08
2420,1020,0,0,2,1.5,1.0,5,3.27
2421,1050,0,0,6,1.0,2.0,7,1.47
2422,1080,0,0,4,1.0,1.0,2,0.93
2423,2000,0,0,6,3.5,3.0,1,0.62
2424,1190,0,1,1,1.0,1.0,9,2.5
2425,1160,14,0,3,1.0,0.0,3,2.96
2426,1060,0,0,7,1.0,3.0,9,0.51
2427,1050,0,0,1,1.0,0.0,4,0.21
2428,1050,0,0,2,1.0,0.0,4,0.23
2429,1200,0,0,2,1.0,0.0,3,1.84
2430,1081,14,0,5,1.0,2.0,5,1.18
2431,1000,0,0,2,1.0,1.0,2,0.72
2432,1060,0,0,2,1.0,1.0,9,1.12
2433,2180,14,1,2,1.0,1.0,6,7.81
2434,1170,14,1,2,1.0,1.0,7,3.36
2435,1030,0,1,2,1.0,1.0,0,2.66
2436,1210,0,0,2,1.0,1.0,0,0.48
2437,1000,14,1,3,1.0,1.0,0,1.09
2438,1000,0,1,2,1.0,1.0,2,0.51
2439,1200,0,0,4,1.0,1.0,7,1.93
2440,2140,14,0,2,1.0,1.0,6,0.17
2441,1190,0,0,4,1.0,2.0,9,0.85
2442,1060,0,0,4,1.0,1.0,9,0.77
2443,1060,0,1,5,1.0,1.0,9,1.39
2444,1000,17,0,3,1.0,1.0,4,0.66
2445,1210,0,0,2,1.0,0.0,0,1.08
2446,2000,14,0,6,1.0,4.0,1,0.49
2447,2000,0,0,2,1.0,0.0,1,0.64
2448,1000,0,1,2,1.0,1.0,0,1.23
2449,1050,8,1,2,1.0,1.0,4,0.5
2450,1050,0,0,4,1.0,2.0,4,0.49
2451,1080,0,0,6,1.0,1.0,5,0.77
2452,1081,14,0,10,1.0,4.0,5,1.38
2453,1150,1,1,2,8.0,1.0,3,0.82
2454,1000,0,1,2,1.0,1.0,2,0.42
2455,2000,14,0,4,1.0,2.0,1,1.18
2456,1050,0,1,2,1.0,1.0,7,0.89
2458,1070,0,0,3,1.0,2.0,8,1.01
2459,1050,0,1,4,1.5,1.0,4,1.17
2460,1050,0,1,6,1.5,1.0,4,1.03
2461,1050,0,0,10,1.5,2.0,4,1.01
2462,1050,0,1,6,1.5,1.0,4,1.12
2463,1050,0,1,4,1.5,1.0,4,1.06
2464,1050,0,0,2,1.0,1.0,7,1.2
2465,2100,14,1,2,1.0,1.0,6,2.25
2466,1000,0,1,2,1.0,1.0,2,0.98
2467,1180,0,1,2,1.0,1.0,9,1.93
2468,1140,0,1,2,2.0,1.0,0,2.04
2469,1000,8,0,2,1.0,0.0,2,0.93
2470,1000,0,0,5,1.0,3.0,2,0.85
2471,1000,0,0,2,1.0,1.0,2,0.39
2472,1000,0,0,2,1.0,1.0,2,0.66
2473,1180,0,0,4,1.0,1.0,4,1.76
2474,1060,0,0,2,1.0,1.0,9,0.3
2475,1210,0,0,2,1.0,1.0,0,0.68
2476,1190,0,0,4,2.0,2.0,9,1.05
2477,1050,0,0,3,1.0,1.0,4,0.9
2478,1180,0,1,2,3.0,1.0,9,1.83
2479,1050,0,1,3,1.0,1.0,4,0.77
2480,1050,0,0,3,1.0,0.0,4,0.79
2481,1030,0,1,6,2.0,1.0,0,0.46
2482,1050,0,1,3,1.0,1.0,4,0.88
2483,1190,0,0,5,2.0,2.0,9,0.73
2484,1030,0,1,2,1.0,1.0,0,0.47
2485,1050,15,0,4,1.0,1.0,4,0.92
2486,1190,0,1,3,1.0,1.0,9,0.79
2487,1050,0,0,4,1.0,0.0,4,0.8
2488,1050,14,1,3,1.0,1.0,4,0.9
2489,1050,0,0,3,1.0,1.0,4,0.9
2490,1050,0,0,3,1.0,1.0,4,0.91
2491,1050,0,0,3,1.0,1.0,4,0.75
2492,1050,15,0,3,1.0,0.0,4,0.86
2493,1050,15,0,3,1.0,0.0,4,0.88
2495,1180,14,1,2,1.0,1.0,9,1.78
2496,1050,0,0,5,2.0,2.0,4,0.76
2497,1040,0,1,4,1.0,1.0,7,1.19
2498,1050,0,1,3,1.0,1.0,4,0.83
2499,1050,0,1,3,1.0,1.0,4,0.88
2500,1082,0,1,2,1.0,1.0,8,2.63
2502,1040,0,0,2,1.0,1.0,7,1.03
2503,1050,0,0,5,1.0,3.0,4,1.01
2504,1050,0,0,3,1.0,1.0,4,0.83
2505,1030,0,1,3,1.0,1.0,0,0.94
2506,1030,0,1,1,0.5,1.0,0,0.79
2507,1050,14,1,2,1.0,1.0,4,0.41
2508,1000,0,0,3,1.0,1.0,2,0.17
2509,1000,0,0,4,1.0,2.0,2,0.13
2510,1000,0,0,3,1.0,1.0,2,0.15
2511,1000,0,0,4,1.0,2.0,2,0.16
2512,1030,0,0,4,1.0,1.0,0,1.73
2513,1180,14,0,2,1.0,0.0,9,2.94
2514,1030,14,0,9,2.0,4.0,0,1.03
2515,1030,14,0,5,1.0,2.0,0,0.9
2516,2018,0,0,2,1.0,1.0,6,0.57
2517,1070,0,1,2,1.0,0.0,9,1.95
2518,1070,15,1,1,1.0,0.0,9,1.86
2519,1080,0,1,2,1.0,1.0,2,1.48
2520,1160,0,0,3,1.0,1.0,7,0.7
2521,2600,0,1,2,1.0,1.0,6,1.46
2522,1050,0,0,4,1.0,1.0,4,0.89
2523,1050,0,0,4,1.0,1.0,4,0.86
2524,1040,0,0,4,1.0,1.0,7,0.6
2525,1080,0,0,5,1.0,2.0,8,1.47
2526,1000,15,0,5,2.0,2.0,2,0.38
2527,1000,0,0,2,1.0,0.0,2,0.49
2528,1000,0,0,2,1.0,0.0,2,0.55
2529,1000,0,0,2,1.0,0.0,2,0.58
2530,1082,15,0,4,1.0,2.0,8,1.32
2531,1060,0,0,2,1.0,1.0,9,1.24
2532,1080,0,0,6,1.0,2.0,2,0.94
2533,1050,0,0,2,1.0,1.0,4,1.25
2534,1050,0,0,2,1.0,1.0,4,1.0
2535,1050,15,0,2,1.0,1.0,4,1.1
2536,2018,0,0,2,1.0,0.0,1,1.4
2537,1060,0,0,2,1.0,1.0,9,1.36
2538,1180,0,0,2,1.0,1.0,9,1.6
2539,2000,0,0,4,1.0,2.0,1,1.09
2540,2060,0,0,3,1.5,1.0,6,0.89
2541,2018,0,1,2,1.0,1.0,1,1.79
2542,2060,0,0,3,1.5,1.0,6,0.92
2543,1000,0,0,2,1.0,1.0,2,0.71
2544,1050,0,0,3,1.0,1.0,4,0.54
2545,2060,14,1,3,1.0,1.0,6,0.51
2546,2140,14,0,5,1.0,2.0,6,0.72
2547,1210,0,1,2,1.0,1.0,0,0.68
2548,1210,0,1,2,1.0,1.0,0,0.5
2549,1050,0,0,2,1.0,0.0,4,0.93
2550,1000,0,0,3,1.0,0.0,0,1.18
2551,1000,0,1,2,1.5,1.0,0,1.04
2552,1030,14,0,2,1.0,1.0,0,0.78
2553,1000,0,0,2,1.0,1.0,2,0.36
2554,1000,0,0,5,1.0,2.0,2,0.54
2555,1000,0,0,4,1.0,1.0,2,1.02
2556,1210,0,1,2,1.0,1.0,0,1.21
2557,1030,0,0,2,1.0,1.0,0,0.58
2558,1200,0,1,2,1.0,1.0,3,1.78
2559,1060,0,1,2,1.0,1.0,9,1.28
2560,1060,0,1,2,0.5,1.0,2,1.24
2561,1000,0,1,1,1.0,1.0,2,0.52
2562,1060,0,0,2,1.0,1.0,4,1.02
2563,1170,0,0,2,1.0,1.0,7,3.55
2564,1080,15,0,4,1.0,0.0,2,0.93
2565,1050,0,0,2,1.0,1.0,4,0.99
2566,1180,0,0,4,1.0,2.0,9,0.65
2567,1050,0,0,4,1.0,1.0,4,0.38
2568,1050,0,0,4,1.0,1.0,4,0.65
2569,1050,0,0,3,1.0,0.0,7,0.77
2570,1080,0,1,2,1.5,1.0,8,1.1
2571,2018,0,0,2,1.5,1.0,6,0.98
2572,2018,0,0,4,1.5,2.0,6,0.83
2573,1060,0,0,4,1.0,2.0,4,0.68
2574,1030,14,0,2,1.0,0.0,0,1.68
2575,1000,0,0,1,1.0,1.0,2,0.47
2576,1040,0,1,2,1.0,1.0,7,0.9
2577,1050,0,1,2,1.0,1.0,4,0.22
2578,1000,0,0,6,1.0,3.0,2,1.26
2579,1000,0,0,5,1.0,2.0,2,1.21
2580,1210,0,0,5,1.0,2.0,0,0.79
2581,1050,0,0,3,1.0,1.0,4,1.39
2582,1040,14,0,8,3.0,3.0,4,1.12
2583,1180,0,0,4,1.5,2.0,9,2.09
2584,1080,0,0,4,1.0,2.0,5,1.1
2585,1000,0,0,2,1.0,1.0,5,1.31
2586,1210,0,0,2,1.0,1.0,0,0.92
2587,1060,0,1,2,1.0,1.0,9,1.19
2588,1200,14,1,2,1.5,1.0,3,1.78
2589,1060,0,0,3,1.0,1.0,9,0.71
2590,1060,0,0,4,1.0,1.0,9,0.97
2591,2140,20,1,2,1.0,1.0,6,0.64
2592,1040,0,1,1,1.0,1.0,7,1.78
2593,1170,0,0,4,2.0,2.0,7,2.37
2594,1050,0,0,2,1.0,0.0,4,0.77
2595,1050,0,0,3,1.0,2.0,4,0.72
2596,1170,0,1,1,1.0,1.0,7,1.68
2597,1190,0,1,2,0.5,1.0,9,0.09
2598,1050,0,1,2,1.0,1.0,4,0.71
2599,1060,0,0,2,1.0,1.0,9,1.23
2600,1000,0,0,5,1.0,3.0,0,0.77
2601,1060,0,0,2,1.0,0.0,4,1.11
2602,2060,0,1,2,1.0,1.0,6,1.0
2603,1190,0,0,2,1.5,1.0,9,0.59
2604,1170,14,1,2,1.0,1.0,7,4.14
2605,1060,0,0,2,1.0,1.0,2,1.55
2606,1180,15,1,1,1.0,1.0,9,2.64
2607,1180,0,0,3,1.0,2.0,9,1.89
2608,1050,14,0,6,1.0,3.0,7,1.8
2609,1070,0,0,2,1.0,1.0,2,1.1
2610,2000,0,1,2,1.0,1.0,1,2.41
2611,1000,0,0,3,1.0,2.0,2,0.63
2612,1000,0,0,3,1.0,2.0,2,0.58
